Mon Apr  5 19:13:09 2021    output.prof

         253110579 function calls (246500929 primitive calls) in 208.645 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    74916    0.198    0.000    0.280    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/base.py:4077(__getitem__)
  145/144    0.275    0.002    0.279    0.002 {built-in method _imp.create_dynamic}
    74902    0.127    0.000    0.274    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/base.py:4970(_maybe_cast_indexer)
        1    0.000    0.000    0.268    0.268 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/api.py:3(<module>)
   271961    0.268    0.000    0.268    0.000 {built-in method math.log}
      635    0.247    0.000    0.247    0.000 {method 'read' of '_io.BufferedReader' objects}
   298680    0.245    0.000    0.245    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/ops/missing.py:136(dispatch_fill_zeros)
    18398    0.019    0.000    0.243    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1180(needs_i8_conversion)
        1    0.000    0.000    0.240    0.240 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/stats/_distn_infrastructure.py:5(<module>)
   597361    0.238    0.000    0.238    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/generic.py:232(attrs)
    74902    0.090    0.000    0.236    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/generic.py:3177(_set_as_cached)
        1    0.000    0.000    0.234    0.234 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/__init__.py:1(<module>)
   896050    0.217    0.000    0.222    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/base.py:3864(_values)
        1    0.000    0.000    0.215    0.215 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/spatial/__init__.py:1(<module>)
   597360    0.199    0.000    0.199    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/internals/blocks.py:229(fill_value)
        1    0.000    0.000    0.199    0.199 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/optimize/__init__.py:1(<module>)
   298837    0.194    0.000    0.194    0.000 {built-in method builtins.repr}
    38617    0.191    0.000    0.191    0.000 {built-in method _operator.le}
    38617    0.179    0.000    0.179    0.000 {built-in method _operator.gt}
   298683    0.175    0.000    0.175    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/base.py:1169(name)
        1    0.001    0.001    0.170    0.170 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/stats/_continuous_distns.py:6(<module>)
   300191    0.166    0.000    0.166    0.000 {built-in method __new__ of type object at 0x1068a1b80}
      812    0.009    0.000    0.161    0.000 <frozen importlib._bootstrap>:890(_find_spec)
   896050    0.161    0.000    0.161    0.000 {built-in method _warnings._filters_mutated}
   298685    0.160    0.000    0.160    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/base.py:540(_reset_identity)
   747177    0.158    0.000    0.158    0.000 {pandas._libs.lib.is_float}
        1    0.000    0.000    0.158    0.158 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/groupby/__init__.py:1(<module>)
        1    0.000    0.000    0.156    0.156 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/groupby/generic.py:1(<module>)
     4596    0.008    0.000    0.150    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1123(is_datetimelike_v_numeric)
    72339    0.113    0.000    0.149    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/internals/managers.py:656(<listcomp>)
      807    0.001    0.000    0.147    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
      807    0.004    0.000    0.146    0.000 <frozen importlib._bootstrap_external>:1302(_get_spec)
    74902    0.143    0.000    0.143    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
   149817    0.105    0.000    0.141    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/common.py:149(cast_scalar_indexer)
      101    0.005    0.000    0.127    0.001 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/stats/_distn_infrastructure.py:1597(__init__)
   144678    0.126    0.000    0.126    0.000 {method 'fill' of 'numpy.ndarray' objects}
     1120    0.014    0.000    0.126    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
   298681    0.125    0.000    0.125    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/compat/numpy/function.py:48(__call__)
        1    0.000    0.000    0.117    0.117 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/aggregation.py:1(<module>)
   298683    0.116    0.000    0.116    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/base.py:586(dtype)
  145/104    0.000    0.000    0.115    0.001 <frozen importlib._bootstrap_external>:1107(exec_module)
  145/104    0.024    0.000    0.114    0.001 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.112    0.112 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/__init__.py:1(<module>)
1297/1282    0.029    0.000    0.111    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.106    0.106 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/optimize/_minimize.py:1(<module>)
   602093    0.104    0.000    0.104    0.000 {built-in method builtins.callable}
   298681    0.103    0.000    0.103    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/internals/managers.py:249(items)
   298680    0.100    0.000    0.100    0.000 {pandas._libs.algos.ensure_platform_int}
      635    0.003    0.000    0.100    0.000 <frozen importlib._bootstrap_external>:578(_compile_bytecode)
      635    0.094    0.000    0.094    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.089    0.089 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/series.py:1(<module>)
        1    0.000    0.000    0.087    0.087 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/optimize/_trustregion_constr/__init__.py:1(<module>)
        1    0.000    0.000    0.085    0.085 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/optimize/_trustregion_constr/minimize_trustregion_constr.py:1(<module>)
        1    0.000    0.000    0.085    0.085 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/arrays/__init__.py:1(<module>)
      339    0.031    0.000    0.083    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/_lib/doccer.py:10(docformat)
     4596    0.007    0.000    0.082    0.000 <__array_function__ internals>:2(array_equal)
   298690    0.079    0.000    0.079    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.078    0.078 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/optimize/_constraints.py:1(<module>)
      116    0.003    0.000    0.078    0.001 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/stats/_distn_infrastructure.py:711(_construct_doc)
        1    0.000    0.000    0.078    0.078 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/testing/__init__.py:1(<module>)
   373582    0.074    0.000    0.074    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:150(is_all_dates)
    74902    0.073    0.000    0.073    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/internals/blocks.py:319(iget)
   298680    0.072    0.000    0.072    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/multiarray.py:583(min_scalar_type)
        1    0.000    0.000    0.071    0.071 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/unittest/__init__.py:1(<module>)
     4596    0.026    0.000    0.067    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/numeric.py:2317(array_equal)
        1    0.000    0.000    0.066    0.066 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/spatial/kdtree.py:3(<module>)
    74902    0.066    0.000    0.066    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/base.py:1749(is_floating)
    18398    0.019    0.000    0.065    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1025(is_datetime_or_timedelta_dtype)
        1    0.000    0.000    0.064    0.064 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/sparse/__init__.py:1(<module>)
        1    0.000    0.000    0.062    0.062 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/_libs/__init__.py:2(<module>)
        1    0.000    0.000    0.059    0.059 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/io/api.py:1(<module>)
   301243    0.059    0.000    0.059    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/base.py:1372(nlevels)
        1    0.000    0.000    0.058    0.058 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/unittest/async_case.py:1(<module>)
        1    0.000    0.000    0.057    0.057 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/multiarray.py:1(<module>)
   298681    0.054    0.000    0.054    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/series.py:381(_constructor)
     2975    0.003    0.000    0.054    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
        1    0.000    0.000    0.054    0.054 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/overrides.py:1(<module>)
        1    0.000    0.000    0.053    0.053 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/asyncio/__init__.py:1(<module>)
        1    0.000    0.000    0.052    0.052 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/_libs/tslibs/__init__.py:2(<module>)
     2975    0.051    0.000    0.051    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.051    0.051 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/__init__.py:1(<module>)
   298680    0.050    0.000    0.050    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/frame.py:420(_constructor)
        1    0.000    0.000    0.049    0.049 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/generic.py:1(<module>)
        1    0.001    0.001    0.048    0.048 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/__init__.py:1(<module>)
    40149    0.022    0.000    0.046    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/range.py:683(__len__)
      441    0.004    0.000    0.043    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/textwrap.py:414(dedent)
     4460    0.014    0.000    0.043    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/indexes/range.py:389(_shallow_copy)
        1    0.000    0.000    0.042    0.042 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/spatial/_procrustes.py:1(<module>)
        1    0.000    0.000    0.041    0.041 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/linalg/__init__.py:1(<module>)
        1    0.000    0.000    0.040    0.040 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/asyncio/base_events.py:1(<module>)
      635    0.040    0.000    0.040    0.000 {built-in method io.open_code}
      116    0.002    0.000    0.039    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/stats/_distn_infrastructure.py:630(_construct_argparser)
        1    0.000    0.000    0.038    0.038 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/optimize/optimize.py:20(<module>)
       85    0.001    0.000    0.036    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
1783/1667    0.003    0.000    0.036    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/typing.py:255(inner)
       85    0.034    0.000    0.034    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.033    0.033 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/integrate/__init__.py:1(<module>)
      316    0.001    0.000    0.032    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/overrides.py:166(decorator)
     4596    0.005    0.000    0.031    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.031    0.031 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/random/__init__.py:1(<module>)
        1    0.000    0.000    0.031    0.031 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/optimize/_numdiff.py:1(<module>)
      355    0.004    0.000    0.031    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/_lib/_util.py:290(getfullargspec_no_self)
        1    0.000    0.000    0.030    0.030 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/io/excel/__init__.py:1(<module>)
        1    0.000    0.000    0.029    0.029 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/random/_pickle.py:1(<module>)
  972/508    0.005    0.000    0.029    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/inspect.py:2206(_signature_from_callable)
      566    0.001    0.000    0.028    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/re.py:289(_compile)
        1    0.000    0.000    0.028    0.028 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/sparse/linalg/__init__.py:1(<module>)
     9219    0.011    0.000    0.028    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/dtypes/common.py:566(is_string_dtype)
     5745    0.016    0.000    0.028    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
     4596    0.002    0.000    0.027    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/_methods.py:56(_all)
       57    0.000    0.000    0.026    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/re.py:250(compile)
      290    0.001    0.000    0.026    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/util/_decorators.py:462(__call__)
       60    0.000    0.000    0.026    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/sre_compile.py:759(compile)
        1    0.000    0.000    0.026    0.026 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/scipy/interpolate/__init__.py:1(<module>)
    74902    0.026    0.000    0.026    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/pandas/core/internals/managers.py:169(blklocs)
